4.165,0.23,-0.18,-0.86,3.74,-16.26,-13.14,0.85,-1.18,1.19,-1.77,1.34,-12.27,-2.21,-1.59,0.07,-0.23,-16.12,27.02,-1.1,1.14,0.29,8.6,23.51,2.25
4.178,0.28,0.29,-1.23,-4.03,-10.23,-20.63,-0.42,-2.1,0.68,-5.69,-8.26,4.01,-1.13,-0.55,0.1,-0.83,-17.6,27.94,-1.06,0.19,0.39,9.23,18.12,5.36
4.192,0.75,1.3,-1.04,-1.14,-1.75,-29.07,-1.67,-2.85,0.65,-13.27,-8.59,17.71,-0.04,0.58,0.18,0,-16.48,28.45,-0.63,-0.84,0.35,7.11,23.45,7.36
4.204,1.59,1.82,-0.72,1.63,2.25,-33.86,-2.91,-2.87,0.17,-12.69,-11.23,16.39,1.22,1.25,-0.16,-5.73,-15.03,29.12,-0.43,-1.6,0.13,9.31,18.76,9.06
4.216,1.44,2.75,-0.44,-0.31,5.34,-32.36,-4.25,-3.02,-0.58,-7.75,-16.39,3.53,2.91,0.8,-1.02,-5.63,-13.68,26.96,-0.21,-2.32,0.17,8.4,16.46,7.88
4.23,1.81,4.24,-0.44,-1.39,6.65,-25.59,-5.51,-2.98,-1.76,16.23,-13.1,-39.22,3.4,0.66,-0.95,-1.4,-8.56,16.23,-0.08,-2.83,0.11,8.21,14.48,7.13
4.243,1.99,5.75,-0.82,-10.26,4.78,13.86,-3.75,-2.97,-1.33,38.54,29.26,-11.53,3.6,0.87,-0.89,-1.89,-6.53,10.22,0.16,-2.97,0.06,9.18,5.96,-2.49
4.254,1.17,5.04,-0.82,-17.94,-3.73,-19.29,-1.36,-1.47,1.27,5.92,28.2,30.38,3.59,2.24,-0.79,-6.98,-6.15,0.93,0.27,-2.78,-0.04,8.46,-0.72,-9.71
4.266,-0.46,4.23,-0.46,-26.4,-11.38,-7.76,-0.93,1.51,0.52,-7.09,-11.76,10.64,2.81,3.02,-1,-9.01,-10.02,-6.23,0.13,-2.92,0.11,8.93,-3.75,-13.27
4.279,0.12,3.18,0.4,-38.34,-20.09,17.53,-0.59,-0.27,-1.28,9.18,22.27,4.88,1.58,3.33,-1.12,-8.89,-10.25,-14.14,-0.06,-2.99,0.32,7.82,-2.45,-13.52
4.293,1.03,1.86,-0.39,-11.47,-7.65,24.9,-1.98,-1.56,-0.35,9.27,13.97,3.22,0.96,3.52,-0.83,-6.71,-9.34,-22.04,-1.22,-3.95,-0.02,-1.97,-5.44,-11.52
4.305,0.04,0.59,-0.5,-8.98,-4.09,26.2,-0.93,-0.87,-0.2,8.77,15.39,2.9,1.39,3.32,-0.44,1.58,-4.73,-25.21,-1.78,-3.84,-0.03,-3.78,-5.46,-2.44
4.315,-0.4,-0.21,-0.31,-12.35,-11.35,24.3,0.04,-0.05,-0.2,5.71,16.53,5.67,1.6,1.64,-0.02,0.5,-5.09,-25.37,-2.31,-3.42,-0.16,-8.76,-12.52,7.86
4.327,-0.54,-0.89,-0.29,-13.15,-9.81,25.85,0.35,-0.07,0.09,6.46,16.35,7.51,0.91,0.31,-0.02,0.1,-3.66,-25.59,-2.82,-2.82,-0.05,-7.4,-15.06,4.78
4.341,0.06,-1.13,-0.07,-11.72,-8.03,29.03,1.07,-0.18,0.45,8.93,19.97,9.27,0.43,0,-0.38,1.52,-0.66,-22.29,-2.95,0.02,0.56,-3.09,-12.75,-0.28
4.354,1.3,-0.95,0.32,-12.07,-6.07,25.07,1.53,0.25,0.75,4.78,16.45,10.48,-0.21,0.55,-0.96,2.95,1.39,-18.55,-2.64,1.6,0.75,-1.19,-9.39,-24.17
4.365,0.98,-1.13,0.38,-12.18,-5.11,18.68,1.93,0.52,1.01,2.85,14.93,8.64,-0.98,0.82,-1.4,-3.54,-2.49,6.69,-0.21,3.46,1.04,8.4,-13.8,-39.11
4.376,0.03,-1.56,0.34,-13.1,-6.44,8.89,2.22,0.36,1.09,2.16,11.38,5.05,-1.37,-1.89,-1.06,-10.6,-2.45,25.65,2.14,3.41,1.45,26.36,26.44,-25.44
4.389,-0.63,-2.13,0.38,-7.92,-13.97,-11.22,2.33,-0.13,1.06,6.48,-0.34,-11.35,-1.73,-2.92,-0.51,-16.45,-11.22,-5.11,1.63,4.06,-0.17,12.13,-6.34,2.34
4.404,-1.2,-2.51,0,2.96,-15.57,-22.15,1.73,-1.08,1.29,5.69,-4.19,-12.53,-2.62,-1.72,-0.22,-18.82,-30.9,15.31,0.25,0.37,0.95,26.69,18.87,-4.71
4.415,-0.67,-1.71,-0.62,6.07,-10.01,-24.32,1.13,-1.13,1.55,-1.07,-6.01,-2.71,-2.21,-3.52,0.99,-0.83,-12.61,29.98,0,0.7,0.53,23.37,30.42,11.96
4.426,-0.05,-0.83,-0.87,10.85,-1.9,-35.86,0.35,-0.87,1.36,-5.42,-6.98,6.61,-1.17,-1.1,0.34,-0.62,-11.02,29.07,-0.32,-0.62,0.32,14.32,19.54,5.78
4.44,0.57,-0.79,-0.2,14.93,-0.03,-36.81,-2.33,-1.13,0.66,-19.62,-23.45,16.79,0.07,1.2,0.41,-4.26,-12.35,26.75,-0.56,-1.83,-0.05,10.31,16.93,7.07
4.454,1.59,1.29,0.38,11.25,1.34,-33.38,-3.7,-1.13,0.19,-12.73,-12.71,2.44,1.23,2.52,0,-7.42,-12.22,24.04,-0.06,-1.97,-0.08,8.51,17.76,7.69
4.465,1.6,3.37,0.45,1.47,2.79,-5.55,-4.72,-1.92,-0.5,12.96,-14.64,-39.22,2.23,2.94,-0.51,-2.22,-10.02,16.34,0.17,-2.06,-0.17,8.11,15.85,3.84
4.476,2.06,5.07,0.16,-7.17,4.21,23.59,-4.43,-3.18,-0.85,30.6,-0.62,-39.06,3.67,2.83,-0.86,-3.54,-8.93,9.94,0.21,-2.25,-0.33,7.9,14.39,1.85
4.489,2.88,6.26,-0.2,-11.09,3.99,7.59,-1.97,-4.05,0.11,-5.88,25.44,20.53,3.99,2.95,-0.78,-6.53,-9.47,3.79,0.28,-2.52,-0.33,7.98,2.81,-6.01
4.503,1.22,6.6,-0.47,-38.9,-17.78,18.52,-0.72,1.19,-0.35,-8.25,0.4,-4.55,3.95,3.01,-0.48,-10.02,-10.76,-8,0.57,-2.36,-0.12,6.34,-5.76,-16.88
4.515,1.63,2.65,-0.06,-23.37,-4.11,19.02,0.64,1.4,-1.48,2.92,31.2,7.94,3.2,2.86,-0.12,-10.07,-8.85,-10.6,0.54,-2.41,0.14,6.75,-6.11,-17.53
4.525,1.03,0.7,-0.58,-9.36,-2.2,20.32,-0.07,0.17,-1.02,14.02,20.56,10.57,1.2,0.9,0.52,-6.69,-9.25,-11.65,0.34,-2.41,0.34,4.86,-5.96,-14.47
4.537,-0.68,-1.04,-0.67,-4.26,-7.98,26.71,-0.12,-0.32,-0.36,10.34,19.1,4.28,0.43,-0.09,0.39,-2.98,-7.71,-34.29,-0.09,-2.47,0.28,-3.56,-9.26,-4.09
4.551,-1.04,-1.76,-0.3,-7.15,-15.03,25.32,0.57,-0.11,-0.19,5.09,24.05,5.19,0.2,-0.17,0.39,5.48,-8.8,-30.7,-0.73,-2.4,0.06,-10.57,-18.9,10.68
4.563,-0.71,-1.91,0.23,-8.3,-17.12,30.19,0.96,-0.47,0.53,5.73,25.47,6.03,0.1,-0.38,0.55,10.71,-5.59,-26.21,-1.56,-1.77,-0.08,-15.19,-24.61,11.6
4.575,0.45,-1.18,0.42,-13.89,-14,26.39,1.31,-0.41,0.76,8.35,24.27,9.94,-0.66,0.53,0.28,5.73,2.6,-7.76,-2.45,-0.87,0.45,-11.18,-24.15,-39.11
4.585,0.76,-1.29,0.22,-15.64,-12.32,20.2,1.77,0.19,1.01,6.9,19.47,10.52,-1.05,1.63,-0.18,5.73,2.6,-7.76,-0.84,0.54,1.84,2,3.4,-38.54
4.594,0.76,-1.89,0.23,-13.88,-10.89,10.81,2.3,0.94,1.18,2.89,14.93,6.71,-1.04,0.99,-0.67,-1.12,6.61,1.66,-0.84,0.54,1.84,10.81,40.25,0.25
4.604,0.44,-2.57,0.21,-5.01,-15.52,-9.26,2.67,1.21,1.13,-0.54,10.98,1.14,-1.41,-0.89,-1.08,-10.56,-9.89,-4.59,-0.37,1.47,-0.03,-1.82,13.03,36.68
4.615,-0.07,-2.66,0.09,0.3,-19.27,-16.29,2.44,0.48,1.01,1.48,-0.2,-11.85,-2.23,-0.43,-1.2,-21.96,-36.59,26.12,-0.37,1.47,-0.03,21.48,23.87,-2.01
4.626,-0.35,-2.36,-0.25,3.6,-18.52,-20.84,1.62,-0.55,1.1,3.75,-6.19,-15.03,-2.11,-2.06,0.41,-15.31,-26.87,29.77,0.34,2.26,0.96,22.37,28.34,14.22
4.637,-0.33,-2.17,-0.94,5.69,-10.53,-22.54,0.8,-0.87,1.43,-4.03,-7.38,-6.36,-1.99,-2.43,0.2,-5.3,-13.35,33.97,0.63,2.29,0.73,17.79,13.36,6.01
4.652,-0.44,-1.72,-1.29,6.28,5.25,-33.9,-0.77,-0.91,0.27,-9.18,-22.64,12.69,-1.21,-1.43,0.11,-0.68,-9.57,33.84,0,-1.02,0.12,12.43,23.2,4.8
4.664,1.2,1.07,-0.62,7.57,4,-36.11,-2.23,-1.43,0.15,-10.69,-26.04,19.22,-0.02,0.43,0.11,-5.51,-14.81,27.62,0,-1.02,0.12,9.89,27.47,7.96
4.675,1.48,1.99,-0.35,5.94,2.06,-30.97,-3.55,-1.32,-0.01,-5.4,-16.12,10.5,1.23,1.61,0,-5.51,-14.81,27.62,-0.05,-1.73,-0.01,11.43,24.62,10.31
4.684,1.33,2.89,-0.07,2.08,2.94,-13.56,-4.61,-1.6,-0.69,15.93,-22.03,-39.22,2.32,2.17,-0.6,-5.32,-17.05,26.46,0.08,-2.23,-0.32,8.84,21.45,7.8
4.694,1.66,4.37,0,-3.55,5.23,13.02,-4.28,-2.97,-1.23,35.9,-1,-39.02,3.26,2.34,-1.07,-5.17,-13.13,7.38,0.23,-2.39,-0.33,8.82,15.88,5.34
4.705,2.12,6,0.19,-8.85,3.63,14.35,-2.25,-3.89,-0.03,38.47,35.33,-10.78,4.06,2.65,-1.15,-8.18,-12.5,-1.21,0.15,-2.76,-0.49,9.52,6.8,1.1
4.715,1.14,6.52,-0.04,-37.75,-15.98,-6.07,-2.25,-1.81,1.83,-5.07,24.61,23.15,4.35,3.04,-0.87,-9.89,-11.31,-8.57,0.23,-2.74,-0.53,8.3,-2.61,-7.15
4.726,0.17,5.5,0.23,-39.31,-20.88,17.71,-1.11,1.01,-0.19,-12.82,4.57,-6.73,2.42,2.31,0.4,-9.96,-4.63,-16.55,0.63,-1.88,-0.56,1.98,-9.36,-18.53
4.737,1.51,3.66,0.1,-28.94,-13.56,17.61,0.3,1.28,-1.62,0.89,33.9,6.13,1.22,1,0.79,-7.03,-1.7,-21.7,0.93,-1.19,-0.4,1.25,-8.39,-14.47
4.75,1.15,1.74,-0.11,-11.82,-7.98,20.28,-0.86,-0.06,-1.1,13.1,20.31,7.86,0.7,-0.12,0.76,-2.01,-0.67,-25.53,0.74,-1.28,-0.13,-0.34,-11.32,-6.51
4.761,-0.94,-0.39,-0.5,-6.36,-7.46,22.75,-0.76,-0.11,-0.37,7.03,18.56,4.69,0.32,-0.5,0.28,1.48,-4.09,-25.37,-0.47,-1.42,0.05,-7.5,-20.69,2.22
4.773,-1.43,-1.53,-0.4,-4.51,-15.51,24.56,0.37,0.39,0.02,5.4,20.7,4.48,-0.1,-0.65,0.14,8.64,-3.77,-26.02,-1.01,-0.83,0.08,-11.21,-19.21,9.85
4.783,-1.17,-1.74,-0.11,-6.94,-15.6,26.18,0.44,0.1,0.35,5.46,22.92,6.65,-0.47,-0.43,-0.17,5.01,-1.62,-28.25,-1.78,-0.2,0.32,-8.72,-15.85,6.69
4.793,-0.94,-1.55,0.13,-9.88,-12.36,24.9,0.82,0.05,0.5,6.17,19.76,6.59,-0.68,0.36,-0.46,3.33,-0.44,-21.04,-2.57,0.19,0.41,-5.96,-18.34,-37.36
4.804,0.65,-0.99,0.07,-13.05,-9.46,22.51,1.19,0.21,0.76,5.09,16.13,6.98,-0.88,1.01,-0.62,-2.35,1.44,14.77,-2.56,1.08,0.64,3.19,-10.25,-39.11
4.814,1.02,-1.17,0.03,-14.23,-6.73,17.9,1.62,0.49,0.95,3.75,14.52,6.21,-1.46,0.48,-0.76,-6.28,6.44,5.44,-0.9,1.87,1.23,14.01,36.04,-21.54
4.825,0.9,-1.51,0.12,-10.9,-9.36,1.46,2.09,0.68,0.91,1.49,13.34,3.73,-1.6,-1.59,-0.97,-6.28,6.44,5.44,0.3,1.54,1.28,3.88,23.65,31.12
4.834,0.31,-2.02,0.19,-7.05,-12.77,-6.94,2.21,0.45,0.75,2.24,5.01,-7.42,-2.17,-1.46,-1.17,-10.68,-10.17,-4.11,-0.49,0.96,-0.19,16.73,3.4,-9.64
4.844,-0.35,-2.18,0.14,-3.33,-15.43,-12.6,1.88,-0.09,0.71,2.55,0,-12.61,-2.7,-1.06,-0.5,-7.5,-22.87,19.54,-0.13,1.6,0.56,20.62,35.36,7.07
4.854,-0.73,-2.1,-0.29,-1.44,-13.97,-14.86,1.51,-0.37,0.82,0.4,-1.9,-15.38,-2.73,-1.9,0.69,0.28,-13.69,23.94,0.33,1.76,0.88,9.72,13.18,12.52
4.865,-0.73,-1.92,-0.79,-1.21,-3.86,-16.46,1.31,-0.21,0.61,-8.25,-1.89,-1.37,-2.36,-1.6,0.65,1.5,-8.34,26.43,0.22,1.52,0.15,10.07,22.54,0.95
4.875,-0.7,-1.37,-0.86,0.31,-1.2,-19.01,0.77,-0.52,0,-1.44,-4.05,-2.5,-1.62,-0.94,0.43,1.5,-8.34,26.43,0.01,0.4,0.25,9.1,16.31,4.92
4.884,-0.15,-0.64,-0.7,3.47,-0.23,-20.7,-0.24,-1.77,-0.15,0.14,-10.27,-0.68,-0.63,0.43,0.47,-2.08,-8.32,20.3,-0.27,-0.6,0.31,7.59,17.73,0.92
4.893,-0.15,-0.64,-0.7,7.46,-4.03,-25.06,-1.06,-2.18,0.06,-4.98,-11.77,7.69,0.23,1.56,0.19,-9.05,-13.68,16.63,-0.04,-0.56,0.21,6.46,20.13,1.28
4.904,0.55,0.43,-0.72,7.03,-4.03,-25.17,-1.77,-1.94,-0.36,-4.44,-13.8,10.38,0.94,1.75,-0.31,-7.98,-14.01,17.23,0.16,-0.72,0.1,11.57,18.44,4.59
4.915,1.31,2.14,-0.44,5.13,-2.56,-25.5,-2.83,-1.88,-0.85,0.18,-14.19,4.88,1.35,1.44,-0.75,-6.61,-14.68,16.84,0.18,-0.91,-0.09,10.15,16.28,4.01
4.925,1.4,2.69,-0.31,2.98,-0.98,-25.78,-3.84,-1.92,-0.99,1.83,-12.94,-14.23,1.79,1.26,-0.9,-1.27,-13.14,15.34,0.01,-1.28,-0.27,9.06,13.82,4.09
4.934,1.23,3.47,-0.2,-3.75,-0.25,2.72,-4.1,-2.09,-1.1,30.54,-13.23,-39.22,2.33,1.32,-0.79,-1.12,-10.63,11.18,-0.17,-1.81,-0.33,8.06,12,3.39
4.944,1.63,3.92,-0.27,-5.13,2.01,22.4,-2.88,-2.53,-0.97,39.22,15.77,-26.7,2.96,1.71,-0.63,-3.21,-8.64,4.65,-0.27,-2.36,-0.2,10.52,4.03,0.5
4.955,1.66,4.23,-0.39,-4.51,-0.54,-6.09,-1.13,-1.77,0.99,6.94,38.34,23.7,3.55,2.32,-0.56,-6.71,-7.9,-1.28,-0.1,-2.6,-0.05,9.65,-0.09,-6.34
4.965,-0.17,4.01,-0.33,-19.79,-7.59,-13.18,-1.31,0.04,0.64,-9.59,5.17,15.14,3.7,2.76,-0.43,-10.07,-6.48,-8.82,0.28,-2.14,-0.03,7.38,-3.77,-13.88
4.975,-0.78,3.05,-0.15,-28.19,-17.88,20.4,-0.84,0.49,-0.78,-3.25,28.55,3.8,3.16,2.62,-0.11,-8.19,-4.67,-9.51,0.65,-1.51,-0.02,6.28,-4.88,-16.7
4.985,0.72,2.3,-0.3,-20.63,-16.55,15.03,-0.37,-0.1,-0.88,9.6,25.12,7.84,2.13,1.9,0.28,-6.03,-4.48,-9.6,0.72,-1.36,0.14,6.26,-6.42,-14.11
4.994,0.45,1.79,-0.32,-13.07,-14.43,20.25,-1.41,-1.05,-0.2,11.13,14.51,4.34,1.16,0.94,0.33,-5.4,-5.88,-10.63,0.59,-1.51,0.4,4.46,-7.76,-11.72
5.005,-0.45,0.5,-0.39,-7.4,-11.61,20.12,-0.63,-0.53,0.15,12.27,18.26,2.25,0.61,0.04,0.26,-3.98,-4.78,-24.61,0.52,-1.44,0.44,1.1,-9.02,-12.19
5.014,-0.68,-0.31,-0.15,-10.51,-11.94,20.7,0,-0.02,0.1,6.78,16.55,3.77,-0.1,-0.51,0.31,-1.71,-6.15,-25.87,0.41,-1.2,0.42,-4.17,-12.71,2.11
5.025,-0.64,-0.34,-0.12,-11.85,-10.64,21.59,0.13,-0.1,0.34,6.67,17.65,3.93,-0.35,-0.5,0.33,-1.71,-6.15,-25.87,0.13,-0.85,0.56,-8.32,-15.21,6.51
5.034,-0.08,-0.19,-0.08,-11.21,-11.22,22.84,0.34,-0.37,0.47,7.44,19.7,6.57,-0.19,-0.49,0.33,5.23,-0.25,-23.27,-0.31,-0.27,0.4,-9.75,-16.54,3.22
5.044,0.54,-0.1,0,-14.35,-10.81,23.95,0.63,-0.61,0.63,8.78,21.03,8.06,-0.67,0.05,0.26,5.19,0.68,-22.5,-0.89,0.24,0.27,-7.55,-16.85,1.46
5.054,0.94,-0.38,0.16,-15.35,-8.13,22.72,0.94,-0.45,0.83,9.21,19.63,9.97,-1.4,0.83,0.11,3.97,0.01,-16.1,-1.43,0.83,0.54,-7.75,-10.42,-22.44
5.064,1.09,-0.94,0.25,-16.56,-5.98,20.56,1.3,0.24,0.9,8.46,16.2,10.43,-1.81,1.16,-0.21,0.75,-2.49,0,-1.7,1.42,0.96,-2.29,-5.01,-39.11
5.074,1.07,-1.5,0.22,-14.5,-7.03,7.01,1.69,0.88,1,5.5,13.27,8.14,-2.11,0.71,-0.51,-9.52,1.41,0.54,-0.87,1.31,1.27,14.14,35.58,-7.44
5.084,0.82,-1.88,0.27,-10.02,-10.81,-2.23,2.09,0.95,0.92,2.67,7.34,-2.9,-2.12,-1.05,-0.54,-9.52,1.41,0.54,-0.42,0.76,1.17,16.42,-6.34,26.19
5.093,0.82,-1.88,0.27,-4.42,-13.98,-10.6,2.06,0.28,0.74,4.88,1.87,-10.46,-2.24,-0.64,-0.62,-20.31,-36.75,18.55,-0.68,1.17,-0.08,18.61,4.76,-5.67
5.104,-0.29,-2.15,0.2,0.23,-14.68,-15.43,1.5,-0.68,0.89,5.92,-2.97,-14.48,-2.14,-0.28,-0.24,-13.36,-29.5,24.04,-0.02,1.92,0.73,18.78,31.56,6.46
5.115,-0.45,-1.8,-0.21,3.56,-7.98,-18.19,0.88,-1.17,1.29,4.36,-5.09,-15.5,-2.27,-1.45,0.41,-1.75,-5.38,26.5,0.31,2.11,0.67,10.47,15.39,10.81
5.125,-0.14,-1.09,-0.58,2.89,-3.25,-20.73,0.54,-1.07,1.21,-5.38,-7.28,-1.28,-2.14,-1.78,0.25,-1.75,-5.38,26.5,0.18,1.71,0.07,11.43,21.79,1.8
5.134,0.38,-0.14,-0.62,3.72,-0.21,-23.22,-0.1,-1.29,0.74,-3.11,-7.3,3.63,-1.59,-1.61,0.45,-5.4,-10.69,25.29,-0.06,0.43,0.02,12.63,16.19,5.51
5.144,1.03,0.65,-0.39,5.38,1.23,-24.42,-1.06,-1.77,0.57,-3.72,-15.43,3.32,-1.18,-0.74,0.54,-6.32,-15.25,24.18,-0.25,-0.67,0.11,10.69,18.21,3.99
5.154,1.18,0.99,-0.16,5.76,-0.01,-26.54,-1.92,-1.94,0.47,-8.71,-10.77,16.77,-0.46,0.46,0.27,-3.22,-15.02,25.87,0.08,-0.84,0.11,9.09,22.75,5.19
5.164,1.1,1.22,0.03,4.44,0.31,-26.2,-2.63,-1.49,0.17,-6.32,-7.63,14.46,0.54,1.03,-0.23,-4.07,-16.31,24.71,0.31,-1.17,-0.1,10.51,20.87,7.9
5.175,0.72,1.69,0.18,1.76,0.62,-25.87,-3.66,-1.13,-0.37,-1.14,-8.85,5.59,1.46,1.39,-0.63,-2.83,-16.09,23.32,0.37,-1.57,-0.34,9.97,19.29,8.07
5.184,0.74,2.46,0.29,-3.85,0.75,-10.8,-4.44,-0.97,-0.69,3.38,-10.46,-25.47,2.47,1.8,-0.81,-2.83,-16.09,23.32,0.44,-2.03,-0.5,8.73,16.68,8.27
5.194,0.74,2.46,0.29,-7.69,1.97,14.68,-4.2,-1.8,-0.9,24.43,-0.5,-39.02,3.33,2.06,-0.8,-3.23,-9.32,8.27,0.44,-2.59,-0.5,9.43,8.77,4.11
5.204,1.08,3.58,0.31,-7.86,3.85,26.78,-2.34,-2.25,-0.36,35.9,30.69,-23.76,3.93,2.19,-0.64,-6.55,-8.03,1.4,0.55,-2.94,-0.39,8.65,4.09,-3.31
5.214,1.43,4.85,0.09,-9.92,-2.31,-7.05,-1.02,-2.04,0.56,-3.09,32.38,25.21,3.97,2.28,-0.39,-10.31,-8.22,-6.21,0.84,-2.62,-0.33,6.01,-1.25,-11.57
5.225,-0.52,4.12,0,-28.84,-18.25,13.56,-1.26,0.37,-0.17,-13.35,0,-8.57,3.33,2.44,-0.1,-13.68,-7.53,-14.22,1.25,-1.82,-0.45,3.57,-3.35,-15.93
5.234,-0.66,2.96,0.16,-25.29,-20.54,24.7,-0.12,0.99,-1.51,-2.09,31.77,2.48,2.13,2.06,0.29,-8.56,-5.51,-18.79,1.44,-1.18,-0.49,1.59,-4.61,-8.5
5.244,0.67,1.45,0.02,-12.4,-16.82,17.07,0.04,0,-1.3,11.77,26.7,9.1,1.3,1.24,0.55,-4.11,-5.65,-19.2,1.17,-1.09,-0.43,0.17,-7.01,-3.05
5.254,0.67,1.45,0.02,-5.59,-14.42,20.37,-0.71,-0.66,-0.29,11,13.64,4.94,1.3,0.49,0.4,-2.06,-6.67,-18.43,0.63,-0.98,-0.4,-1.2,-7.8,-2.34
5.264,-1.3,-0.92,-0.37,-5.3,-13.13,17.34,0.01,-0.17,0,8.39,15.59,5.34,0.94,-0.26,0.43,-0.28,-7.15,-21.72,0.03,-0.67,-0.49,-4.26,-11.02,-4.63
5.274,-1.34,-1.08,-0.08,-7.46,-14.11,16.23,0.33,0.14,0.15,7.17,15.81,3.97,0.18,-1.01,0.31,0.91,-6.23,-22.61,-0.52,-0.42,-0.29,-2.29,-13.98,1.65
5.284,-1.34,-1.08,-0.08,-7.5,-11.92,19.12,0.35,-0.09,0.42,6.73,15.6,2.76,-0.27,-1.41,0.1,3.3,-5.84,-20.98,-1.02,0.05,-0.03,-3.77,-13.31,4.65
5.294,-1.03,-0.87,0.05,-11.23,-11.71,18.28,0.59,-0.3,0.53,6.51,17.32,4.88,-0.35,-1.5,-0.1,3.78,-4.88,-19.28,-1.43,0.87,0.02,-5.53,-12.35,7.46
5.304,-0.44,-0.38,0.17,-14.6,-11.05,18.4,0.72,-0.51,0.7,8.22,17.52,4.01,-0.62,-1.18,-0.23,3.93,-2.51,-17.55,-1.95,1.45,0,-1.78,-8.21,-3
5.314,0.66,-0.16,0.1,-16.62,-8.89,18.26,0.99,-0.26,0.83,7.57,17.39,4.94,-1.09,-0.65,-0.32,4.05,-3.38,-9.56,-2.4,1.87,0.1,-0.2,-12.32,-33.77
5.325,0.95,-0.85,0.11,-17.63,-6.44,17.31,1.39,0.43,0.81,6.3,16.73,6.84,-1.56,-0.2,-0.45,0.99,-6.11,8.11,-2.07,2.58,0.39,7.71,-9.28,-39.11
5.334,0.95,-0.85,0.11,-16.67,-5.17,11.78,1.76,1.05,0.82,3.54,14.82,5.67,-1.85,-0.56,-0.5,-2.42,-1.46,15.78,-0.43,3.07,1.1,11.14,31.11,-38
5.344,0.98,-2.25,0.16,-12.8,-7.48,4.96,2.18,1.54,0.77,0.7,12.21,1.62,-1.79,-2.35,-0.29,-7.59,-22.37,-2.65,0.64,2.11,0.83,7.42,-4.65,35.09
5.354,0.42,-2.8,0.26,-8.35,-10.98,-3.52,2.42,1.48,0.63,0.25,8.19,-5.03,-2.17,-1.83,-0.3,-8,-32.63,11.39,-0.52,0.35,-0.45,18.4,-10.89,3.69
5.364,-0.17,-2.99,0.22,-0.37,-14.55,-12.01,2.23,0.79,0.46,1.8,2.86,-11.73,-2.73,-0.25,0.13,-8.38,-22.57,18.7,-0.57,1,0.69,19.67,21.69,-7.69
5.375,-0.58,-2.84,-0.02,2.09,-12.96,-12.1,1.75,0.07,0.51,1.01,-1.61,-14.76,-2.37,-0.01,0.7,-8.06,-11.52,15.47,0.13,1.56,1.18,14.27,22.28,10.35
5.384,-0.55,-2.41,-0.39,2.25,-9.1,-12.4,1.5,0.08,0.64,-4.71,-0.4,-7.67,-1.45,0,0.58,-5.34,-5.9,21.07,0.01,1.4,0.41,9.52,18.19,-1.54
5.394,-0.55,-2.41,-0.39,2.02,-5.57,-14.42,1.37,0.45,0.09,-6.57,-0.72,-3.16,-0.99,0.05,0.41,-8.26,-9.85,16.4,-0.05,0.72,0.37,9.39,17.72,2.24
5.404,-0.18,-1.87,-0.54,2.2,-2.67,-15.85,0.85,0.2,-0.32,-3.67,-1.92,-3.73,-0.75,0.43,0.3,-11.22,-12.56,14.22,-0.29,-0.29,0.45,9.22,13.39,1.63
5.414,0.19,-1.22,-0.46,2.49,-3.6,-15.73,0.09,-0.63,-0.36,-3.76,-7.96,2.15,-0.25,1.36,0.17,-12.72,-10.23,13.38,-0.06,-0.46,0.35,7.4,14.85,0.46
5.424,0.59,0.23,-0.2,2.72,-4.44,-16.18,-0.48,-0.99,-0.24,-5.53,-4.05,5.51,0.26,1.59,-0.02,-10.25,-6.92,16.15,0.28,-0.29,0.05,9.67,13.92,1.11
5.434,0.59,0.23,-0.2,2.29,-5.94,-17.06,-1.17,-1.25,-0.46,-5.61,-5.42,7.07,0.47,1.21,-0.29,-8.55,-9,16.37,0.49,-0.34,-0.1,11.52,14.63,1.75
5.444,0.65,1.63,-0.32,0.83,-6.98,-20.25,-2.05,-1.41,-0.7,1.4,-8.76,1.71,0.52,0.75,-0.47,-6.71,-12.75,15.6,0.62,-0.54,-0.18,12.27,15.56,3.66
5.454,0.75,2.02,-0.31,0.46,-5.86,-20.98,-2.84,-1.55,-0.83,0.67,-9.89,0.46,0.63,0.48,-0.51,-4.11,-15.34,15.89,0.54,-0.9,-0.26,8.22,16.05,4.13
5.464,0.81,2.3,-0.27,0.34,-4.07,-21.06,-3.62,-1.42,-0.88,0.36,-9.73,-0.15,1.11,0.46,-0.44,-0.17,-13.89,15.32,0.23,-1.48,-0.25,5.98,15.22,4.59
5.475,0.83,2.49,-0.21,-1.03,-0.37,-7.55,-4.1,-1.05,-0.96,3.5,-9.67,-25.97,1.86,0.77,-0.43,-0.49,-11.65,12.53,-0.05,-2.27,-0.27,4.92,13.06,4.78
5.484,0.86,2.78,-0.34,-2.61,2.39,19.67,-3.36,-1.88,-1.1,39,-3.13,-35.97,2.41,1.02,-0.41,-1.65,-9.61,9,-0.13,-2.94,-0.22,5.17,9.86,3.57
5.495,1.17,2.87,-0.56,-0.7,5.4,18.12,-1.02,-2.02,-0.2,21.61,39.22,12.64,2.27,1.15,-0.14,-4.36,-8.02,2.74,-0.01,-3.23,-0.14,6.51,3.68,-3.1
5.504,0.05,2.78,-0.64,-9.35,-1.97,-15.47,-0.72,-0.39,1.2,-2.92,26.15,34.09,2.27,1.15,-0.14,-8.81,-7.73,-8.53,0.31,-2.79,-0.11,5.34,0.92,-8.39
